judul,isi_berita,tanggal,kategori,berita_clean,case_folding,tokenize,stopword_removal
"Kronologi Pembunuhan Sopir Travel di Jambi, 2 Tersangka Masih Buron","JAMBI, KOMPAS.com - Kasus pembunuhan sopir travel di Jambi, yang jasadnya ditemukan di Bayung Lincir, Kabupaten Musi Banyuasin, Sumatera Selatan, terus berkembang. Tim Kepolisian Jambi berhasil menangkap satu dari tiga pelaku, sementara dua pelaku lainnya masih dalam daftar pencarian orang (DPO). Peristiwa ini bermula ketika para pelaku tiba di Pelabuhan Roro, Kabupaten Tanjab Barat, dari Kota Batam pada Sabtu (7/9/2024) sekitar pukul 15.00 WIB. Mereka menginap satu malam di Kuala Tungkal sebelum melanjutkan perjalanan ke Kota Jambi. Baca juga: Polisi Tangkap 1 Pembunuh Sopir Travel di Jambi, 2 Pelaku Lain Buron  Pada tanggal 9 September 2024, sekitar pukul 05:30 WIB, ketiga pelaku berhenti di sebuah warung makan yang berjarak beberapa kilometer dari pelabuhan. Di warung tersebut, pemilik menawarkan jasa travel ke Kota Jambi, yang disetujui oleh ketiga pelaku. Sekitar pukul 06:00 WIB, mobil travel berjenis Toyota Fortuner berwarna putih dengan pelat BH 1445 GJ, yang dikendarai oleh Matnur (korban), tiba untuk menjemput mereka. Dalam mobil, Matnur juga membawa dua penumpang lainnya yang ingin menuju Kota Jambi. Sesampainya di Kota Jambi, kedua penumpang tersebut turun, sementara ketiga pelaku tetap berada di dalam mobil. Mereka meminta Matnur untuk mengantarkan mereka ke wilayah Kota Baru. Namun, saat hendak melanjutkan perjalanan, Matnur berhenti untuk menerima telepon. Lalu Heri (32), salah satu pelaku, pindah posisi duduk ke samping sopir. Tiba-tiba tersangka Alexander (35) meminta berhenti tak jauh dari kediaman rumah dinas wali kota Jambi. Alexander kemudian menjerat leher korban dengan menggunakan tali berwarna putih dan korban berusaha untuk berontak. Namun Al Ikhsan (36), salah satu tersangka, ikut menarik tali tersebut dan kemudian memberikan lakban ke Alexander. Selanjutnya Matnur dilakban pada bagian muka hingga ke leher sampai akhirnya korban tidak lagi bergerak. Setelah itu, tiga tersangka membawa mobil bersama korban melanjutkan perjalanan ke wilayah Provinsi Sumatera Selatan. Setibanya di Banyu Lincir, jasad korban dilemparkan ke jurang dengan posisi tangan dan kaki dalam keadaan terikat dan mata serta kepala dililit lakban hitam.","13/10/2024, 11:02 WIB",Travel,JAMBI KOMPAScom  Kasus pembunuhan sopir travel di Jambi yang jasadnya ditemukan di Bayung Lincir Kabupaten Musi Banyuasin Sumatera Selatan terus berkembang Tim Kepolisian Jambi berhasil menangkap satu dari tiga pelaku sementara dua pelaku lainnya masih dalam daftar pencarian orang DPO Peristiwa ini bermula ketika para pelaku tiba di Pelabuhan Roro Kabupaten Tanjab Barat dari Kota Batam pada Sabtu  sekitar pukul  WIB Mereka menginap satu malam di Kuala Tungkal sebelum melanjutkan perjalanan ke Kota Jambi Baca juga Polisi Tangkap  Pembunuh Sopir Travel di Jambi  Pelaku Lain Buron  Pada tanggal  September  sekitar pukul  WIB ketiga pelaku berhenti di sebuah warung makan yang berjarak beberapa kilometer dari pelabuhan Di warung tersebut pemilik menawarkan jasa travel ke Kota Jambi yang disetujui oleh ketiga pelaku Sekitar pukul  WIB mobil travel berjenis Toyota Fortuner berwarna putih dengan pelat BH  GJ yang dikendarai oleh Matnur korban tiba untuk menjemput mereka Dalam mobil Matnur juga membawa dua penumpang lainnya yang ingin menuju Kota Jambi Sesampainya di Kota Jambi kedua penumpang tersebut turun sementara ketiga pelaku tetap berada di dalam mobil Mereka meminta Matnur untuk mengantarkan mereka ke wilayah Kota Baru Namun saat hendak melanjutkan perjalanan Matnur berhenti untuk menerima telepon Lalu Heri  salah satu pelaku pindah posisi duduk ke samping sopir Tibatiba tersangka Alexander  meminta berhenti tak jauh dari kediaman rumah dinas wali kota Jambi Alexander kemudian menjerat leher korban dengan menggunakan tali berwarna putih dan korban berusaha untuk berontak Namun Al Ikhsan  salah satu tersangka ikut menarik tali tersebut dan kemudian memberikan lakban ke Alexander Selanjutnya Matnur dilakban pada bagian muka hingga ke leher sampai akhirnya korban tidak lagi bergerak Setelah itu tiga tersangka membawa mobil bersama korban melanjutkan perjalanan ke wilayah Provinsi Sumatera Selatan Setibanya di Banyu Lincir jasad korban dilemparkan ke jurang dengan posisi tangan dan kaki dalam keadaan terikat dan mata serta kepala dililit lakban hitam,jambi kompascom  kasus pembunuhan sopir travel di jambi yang jasadnya ditemukan di bayung lincir kabupaten musi banyuasin sumatera selatan terus berkembang tim kepolisian jambi berhasil menangkap satu dari tiga pelaku sementara dua pelaku lainnya masih dalam daftar pencarian orang dpo peristiwa ini bermula ketika para pelaku tiba di pelabuhan roro kabupaten tanjab barat dari kota batam pada sabtu  sekitar pukul  wib mereka menginap satu malam di kuala tungkal sebelum melanjutkan perjalanan ke kota jambi baca juga polisi tangkap  pembunuh sopir travel di jambi  pelaku lain buron  pada tanggal  september  sekitar pukul  wib ketiga pelaku berhenti di sebuah warung makan yang berjarak beberapa kilometer dari pelabuhan di warung tersebut pemilik menawarkan jasa travel ke kota jambi yang disetujui oleh ketiga pelaku sekitar pukul  wib mobil travel berjenis toyota fortuner berwarna putih dengan pelat bh  gj yang dikendarai oleh matnur korban tiba untuk menjemput mereka dalam mobil matnur juga membawa dua penumpang lainnya yang ingin menuju kota jambi sesampainya di kota jambi kedua penumpang tersebut turun sementara ketiga pelaku tetap berada di dalam mobil mereka meminta matnur untuk mengantarkan mereka ke wilayah kota baru namun saat hendak melanjutkan perjalanan matnur berhenti untuk menerima telepon lalu heri  salah satu pelaku pindah posisi duduk ke samping sopir tibatiba tersangka alexander  meminta berhenti tak jauh dari kediaman rumah dinas wali kota jambi alexander kemudian menjerat leher korban dengan menggunakan tali berwarna putih dan korban berusaha untuk berontak namun al ikhsan  salah satu tersangka ikut menarik tali tersebut dan kemudian memberikan lakban ke alexander selanjutnya matnur dilakban pada bagian muka hingga ke leher sampai akhirnya korban tidak lagi bergerak setelah itu tiga tersangka membawa mobil bersama korban melanjutkan perjalanan ke wilayah provinsi sumatera selatan setibanya di banyu lincir jasad korban dilemparkan ke jurang dengan posisi tangan dan kaki dalam keadaan terikat dan mata serta kepala dililit lakban hitam,"['jambi', 'kompascom', 'kasus', 'pembunuhan', 'sopir', 'travel', 'di', 'jambi', 'yang', 'jasadnya', 'ditemukan', 'di', 'bayung', 'lincir', 'kabupaten', 'musi', 'banyuasin', 'sumatera', 'selatan', 'terus', 'berkembang', 'tim', 'kepolisian', 'jambi', 'berhasil', 'menangkap', 'satu', 'dari', 'tiga', 'pelaku', 'sementara', 'dua', 'pelaku', 'lainnya', 'masih', 'dalam', 'daftar', 'pencarian', 'orang', 'dpo', 'peristiwa', 'ini', 'bermula', 'ketika', 'para', 'pelaku', 'tiba', 'di', 'pelabuhan', 'roro', 'kabupaten', 'tanjab', 'barat', 'dari', 'kota', 'batam', 'pada', 'sabtu', 'sekitar', 'pukul', 'wib', 'mereka', 'menginap', 'satu', 'malam', 'di', 'kuala', 'tungkal', 'sebelum', 'melanjutkan', 'perjalanan', 'ke', 'kota', 'jambi', 'baca', 'juga', 'polisi', 'tangkap', 'pembunuh', 'sopir', 'travel', 'di', 'jambi', 'pelaku', 'lain', 'buron', 'pada', 'tanggal', 'september', 'sekitar', 'pukul', 'wib', 'ketiga', 'pelaku', 'berhenti', 'di', 'sebuah', 'warung', 'makan', 'yang', 'berjarak', 'beberapa', 'kilometer', 'dari', 'pelabuhan', 'di', 'warung', 'tersebut', 'pemilik', 'menawarkan', 'jasa', 'travel', 'ke', 'kota', 'jambi', 'yang', 'disetujui', 'oleh', 'ketiga', 'pelaku', 'sekitar', 'pukul', 'wib', 'mobil', 'travel', 'berjenis', 'toyota', 'fortuner', 'berwarna', 'putih', 'dengan', 'pelat', 'bh', 'gj', 'yang', 'dikendarai', 'oleh', 'matnur', 'korban', 'tiba', 'untuk', 'menjemput', 'mereka', 'dalam', 'mobil', 'matnur', 'juga', 'membawa', 'dua', 'penumpang', 'lainnya', 'yang', 'ingin', 'menuju', 'kota', 'jambi', 'sesampainya', 'di', 'kota', 'jambi', 'kedua', 'penumpang', 'tersebut', 'turun', 'sementara', 'ketiga', 'pelaku', 'tetap', 'berada', 'di', 'dalam', 'mobil', 'mereka', 'meminta', 'matnur', 'untuk', 'mengantarkan', 'mereka', 'ke', 'wilayah', 'kota', 'baru', 'namun', 'saat', 'hendak', 'melanjutkan', 'perjalanan', 'matnur', 'berhenti', 'untuk', 'menerima', 'telepon', 'lalu', 'heri', 'salah', 'satu', 'pelaku', 'pindah', 'posisi', 'duduk', 'ke', 'samping', 'sopir', 'tibatiba', 'tersangka', 'alexander', 'meminta', 'berhenti', 'tak', 'jauh', 'dari', 'kediaman', 'rumah', 'dinas', 'wali', 'kota', 'jambi', 'alexander', 'kemudian', 'menjerat', 'leher', 'korban', 'dengan', 'menggunakan', 'tali', 'berwarna', 'putih', 'dan', 'korban', 'berusaha', 'untuk', 'berontak', 'namun', 'al', 'ikhsan', 'salah', 'satu', 'tersangka', 'ikut', 'menarik', 'tali', 'tersebut', 'dan', 'kemudian', 'memberikan', 'lakban', 'ke', 'alexander', 'selanjutnya', 'matnur', 'dilakban', 'pada', 'bagian', 'muka', 'hingga', 'ke', 'leher', 'sampai', 'akhirnya', 'korban', 'tidak', 'lagi', 'bergerak', 'setelah', 'itu', 'tiga', 'tersangka', 'membawa', 'mobil', 'bersama', 'korban', 'melanjutkan', 'perjalanan', 'ke', 'wilayah', 'provinsi', 'sumatera', 'selatan', 'setibanya', 'di', 'banyu', 'lincir', 'jasad', 'korban', 'dilemparkan', 'ke', 'jurang', 'dengan', 'posisi', 'tangan', 'dan', 'kaki', 'dalam', 'keadaan', 'terikat', 'dan', 'mata', 'serta', 'kepala', 'dililit', 'lakban', 'hitam']",jambi kompascom pembunuhan sopir travel jambi jasadnya ditemukan bayung lincir kabupaten musi banyuasin sumatera selatan berkembang tim kepolisian jambi berhasil menangkap pelaku pelaku daftar pencarian orang dpo peristiwa pelaku pelabuhan roro kabupaten tanjab barat kota batam sabtu wib menginap malam kuala tungkal melanjutkan perjalanan kota jambi baca polisi tangkap pembunuh sopir travel jambi pelaku buron tanggal september wib ketiga pelaku berhenti warung makan berjarak kilometer pelabuhan warung pemilik menawarkan jasa travel kota jambi disetujui ketiga pelaku wib mobil travel berjenis toyota fortuner berwarna putih pelat bh gj dikendarai matnur korban menjemput mobil matnur membawa penumpang kota jambi sesampainya kota jambi penumpang turun ketiga pelaku mobil matnur mengantarkan wilayah kota melanjutkan perjalanan matnur berhenti menerima telepon heri salah pelaku pindah posisi duduk samping sopir tibatiba tersangka alexander berhenti kediaman rumah dinas wali kota jambi alexander menjerat leher korban tali berwarna putih korban berusaha berontak al ikhsan salah tersangka menarik tali lakban alexander matnur dilakban muka leher korban bergerak tersangka membawa mobil korban melanjutkan perjalanan wilayah provinsi sumatera selatan banyu lincir jasad korban dilemparkan jurang posisi tangan kaki terikat mata kepala dililit lakban hitam
"Polisi Tangkap 1 Pembunuh Sopir Travel di Jambi, 2 Pelaku Lain Buron","JAMBI, KOMPAS.com - Kepolisian Jambi menangkap satu dari tiga pelaku pembunuhan sopir travel yang jasadnya ditemukan di Bayung Lincir, Kabupaten Musi Banyuasin, Sumatera Selatan. Diketahui korban bernama Matnur, warga Kelurahan Tungkal III, Kecamatan Tungkal Ilir, Kabupaten Tanjab Barat, Provinsi Jambi. Kasus ini berawal dari laporan keluarga korban ke kepolisian Jambi pada Senin (9/9/2024) tentang orang hilang. Selanjutnya tim kepolisian Jambi melakukan pencarian. Baca juga: Polda Jambi Tangkap Gembong Narkoba, 9 Tersangka Diamankan Dari hasil pencarian, korban ditemukan dalam kondisi tak bernyawa dengan mata ditutup lakban, dan kaki serta tangan terikat, di daerah Banyu Lincir, Sumatera Selatan. Selanjutnya tim kepolisian Jambi melakukan penyelidikan dan mengidentifikasi pelaku pembunuhan berjumlah tiga orang. Lalu salah satu pelaku diamankan tim kepolisian Jambi di Musi Banyuasin. ""Peran pelaku sebagai pembantu dalam melakukan kegiatan menghilangkan nyawa seseorang, (pelaku) sebagai pengikat,"" ungkap Wadir Dirreskrimum Polda Jambi AKBP Imam Rachman, saat ditemui di Polda Jambi, Jumat (11/10/2024) malam. Pelaku yang diamankan bernama Heri (32), warga Kabupaten Tulang Bawang, Lampung.  Sementara dua pelaku lainnya, yakni Al Ikhsan (36) dan Alexander (35) telah ditetapkan buron atau masuk daftar pencarian orang (DPO). Baca juga: Sopir Travel Dibunuh Penumpang di Jambi, Pelaku Ditangkap di Musi Banyuasin   Selain memburu dua pelaku lain, polisi juga mencari barang bukti berupa satu unit mobil Toyota Fortuner BH 1445 GJ. Atas perbuatannya, tersangka dijerat Pasal 365 ayat 2 KUH Pidana tentang tindak pidana pencurian dengan kekerasan yang mengakibatkan meninggal dunia dengan hukuman 15 tahun penjara.","11/10/2024, 21:19 WIB",Travel,JAMBI KOMPAScom  Kepolisian Jambi menangkap satu dari tiga pelaku pembunuhan sopir travel yang jasadnya ditemukan di Bayung Lincir Kabupaten Musi Banyuasin Sumatera Selatan Diketahui korban bernama Matnur warga Kelurahan Tungkal III Kecamatan Tungkal Ilir Kabupaten Tanjab Barat Provinsi Jambi Kasus ini berawal dari laporan keluarga korban ke kepolisian Jambi pada Senin  tentang orang hilang Selanjutnya tim kepolisian Jambi melakukan pencarian Baca juga Polda Jambi Tangkap Gembong Narkoba  Tersangka Diamankan Dari hasil pencarian korban ditemukan dalam kondisi tak bernyawa dengan mata ditutup lakban dan kaki serta tangan terikat di daerah Banyu Lincir Sumatera Selatan Selanjutnya tim kepolisian Jambi melakukan penyelidikan dan mengidentifikasi pelaku pembunuhan berjumlah tiga orang Lalu salah satu pelaku diamankan tim kepolisian Jambi di Musi Banyuasin Peran pelaku sebagai pembantu dalam melakukan kegiatan menghilangkan nyawa seseorang pelaku sebagai pengikat ungkap Wadir Dirreskrimum Polda Jambi AKBP Imam Rachman saat ditemui di Polda Jambi Jumat  malam Pelaku yang diamankan bernama Heri  warga Kabupaten Tulang Bawang Lampung  Sementara dua pelaku lainnya yakni Al Ikhsan  dan Alexander  telah ditetapkan buron atau masuk daftar pencarian orang DPO Baca juga Sopir Travel Dibunuh Penumpang di Jambi Pelaku Ditangkap di Musi Banyuasin   Selain memburu dua pelaku lain polisi juga mencari barang bukti berupa satu unit mobil Toyota Fortuner BH  GJ Atas perbuatannya tersangka dijerat Pasal  ayat  KUH Pidana tentang tindak pidana pencurian dengan kekerasan yang mengakibatkan meninggal dunia dengan hukuman  tahun penjara,jambi kompascom  kepolisian jambi menangkap satu dari tiga pelaku pembunuhan sopir travel yang jasadnya ditemukan di bayung lincir kabupaten musi banyuasin sumatera selatan diketahui korban bernama matnur warga kelurahan tungkal iii kecamatan tungkal ilir kabupaten tanjab barat provinsi jambi kasus ini berawal dari laporan keluarga korban ke kepolisian jambi pada senin  tentang orang hilang selanjutnya tim kepolisian jambi melakukan pencarian baca juga polda jambi tangkap gembong narkoba  tersangka diamankan dari hasil pencarian korban ditemukan dalam kondisi tak bernyawa dengan mata ditutup lakban dan kaki serta tangan terikat di daerah banyu lincir sumatera selatan selanjutnya tim kepolisian jambi melakukan penyelidikan dan mengidentifikasi pelaku pembunuhan berjumlah tiga orang lalu salah satu pelaku diamankan tim kepolisian jambi di musi banyuasin peran pelaku sebagai pembantu dalam melakukan kegiatan menghilangkan nyawa seseorang pelaku sebagai pengikat ungkap wadir dirreskrimum polda jambi akbp imam rachman saat ditemui di polda jambi jumat  malam pelaku yang diamankan bernama heri  warga kabupaten tulang bawang lampung  sementara dua pelaku lainnya yakni al ikhsan  dan alexander  telah ditetapkan buron atau masuk daftar pencarian orang dpo baca juga sopir travel dibunuh penumpang di jambi pelaku ditangkap di musi banyuasin   selain memburu dua pelaku lain polisi juga mencari barang bukti berupa satu unit mobil toyota fortuner bh  gj atas perbuatannya tersangka dijerat pasal  ayat  kuh pidana tentang tindak pidana pencurian dengan kekerasan yang mengakibatkan meninggal dunia dengan hukuman  tahun penjara,"['jambi', 'kompascom', 'kepolisian', 'jambi', 'menangkap', 'satu', 'dari', 'tiga', 'pelaku', 'pembunuhan', 'sopir', 'travel', 'yang', 'jasadnya', 'ditemukan', 'di', 'bayung', 'lincir', 'kabupaten', 'musi', 'banyuasin', 'sumatera', 'selatan', 'diketahui', 'korban', 'bernama', 'matnur', 'warga', 'kelurahan', 'tungkal', 'iii', 'kecamatan', 'tungkal', 'ilir', 'kabupaten', 'tanjab', 'barat', 'provinsi', 'jambi', 'kasus', 'ini', 'berawal', 'dari', 'laporan', 'keluarga', 'korban', 'ke', 'kepolisian', 'jambi', 'pada', 'senin', 'tentang', 'orang', 'hilang', 'selanjutnya', 'tim', 'kepolisian', 'jambi', 'melakukan', 'pencarian', 'baca', 'juga', 'polda', 'jambi', 'tangkap', 'gembong', 'narkoba', 'tersangka', 'diamankan', 'dari', 'hasil', 'pencarian', 'korban', 'ditemukan', 'dalam', 'kondisi', 'tak', 'bernyawa', 'dengan', 'mata', 'ditutup', 'lakban', 'dan', 'kaki', 'serta', 'tangan', 'terikat', 'di', 'daerah', 'banyu', 'lincir', 'sumatera', 'selatan', 'selanjutnya', 'tim', 'kepolisian', 'jambi', 'melakukan', 'penyelidikan', 'dan', 'mengidentifikasi', 'pelaku', 'pembunuhan', 'berjumlah', 'tiga', 'orang', 'lalu', 'salah', 'satu', 'pelaku', 'diamankan', 'tim', 'kepolisian', 'jambi', 'di', 'musi', 'banyuasin', 'peran', 'pelaku', 'sebagai', 'pembantu', 'dalam', 'melakukan', 'kegiatan', 'menghilangkan', 'nyawa', 'seseorang', 'pelaku', 'sebagai', 'pengikat', 'ungkap', 'wadir', 'dirreskrimum', 'polda', 'jambi', 'akbp', 'imam', 'rachman', 'saat', 'ditemui', 'di', 'polda', 'jambi', 'jumat', 'malam', 'pelaku', 'yang', 'diamankan', 'bernama', 'heri', 'warga', 'kabupaten', 'tulang', 'bawang', 'lampung', 'sementara', 'dua', 'pelaku', 'lainnya', 'yakni', 'al', 'ikhsan', 'dan', 'alexander', 'telah', 'ditetapkan', 'buron', 'atau', 'masuk', 'daftar', 'pencarian', 'orang', 'dpo', 'baca', 'juga', 'sopir', 'travel', 'dibunuh', 'penumpang', 'di', 'jambi', 'pelaku', 'ditangkap', 'di', 'musi', 'banyuasin', 'selain', 'memburu', 'dua', 'pelaku', 'lain', 'polisi', 'juga', 'mencari', 'barang', 'bukti', 'berupa', 'satu', 'unit', 'mobil', 'toyota', 'fortuner', 'bh', 'gj', 'atas', 'perbuatannya', 'tersangka', 'dijerat', 'pasal', 'ayat', 'kuh', 'pidana', 'tentang', 'tindak', 'pidana', 'pencurian', 'dengan', 'kekerasan', 'yang', 'mengakibatkan', 'meninggal', 'dunia', 'dengan', 'hukuman', 'tahun', 'penjara']",jambi kompascom kepolisian jambi menangkap pelaku pembunuhan sopir travel jasadnya ditemukan bayung lincir kabupaten musi banyuasin sumatera selatan korban bernama matnur warga kelurahan tungkal iii kecamatan tungkal ilir kabupaten tanjab barat provinsi jambi laporan keluarga korban kepolisian jambi senin orang hilang tim kepolisian jambi pencarian baca polda jambi tangkap gembong narkoba tersangka diamankan hasil pencarian korban ditemukan kondisi bernyawa mata ditutup lakban kaki tangan terikat daerah banyu lincir sumatera selatan tim kepolisian jambi penyelidikan mengidentifikasi pelaku pembunuhan orang salah pelaku diamankan tim kepolisian jambi musi banyuasin peran pelaku pembantu kegiatan menghilangkan nyawa pelaku pengikat wadir dirreskrimum polda jambi akbp imam rachman ditemui polda jambi jumat malam pelaku diamankan bernama heri warga kabupaten tulang bawang lampung pelaku al ikhsan alexander ditetapkan buron masuk daftar pencarian orang dpo baca sopir travel dibunuh penumpang jambi pelaku ditangkap musi banyuasin memburu pelaku polisi mencari barang bukti unit mobil toyota fortuner bh gj perbuatannya tersangka dijerat pasal ayat kuh pidana tindak pidana pencurian kekerasan mengakibatkan meninggal dunia hukuman penjara
